epoch,acc,loss,val_acc,val_loss
0,0.5378196,1.6531234846179763,0.8138298,0.5605710043213892
1,0.7811794,0.6907565055097786,0.84379435,0.44709754997956835
2,0.8185085,0.5514900453928469,0.8619149,0.3893757693733729
3,0.8384378,0.4851646753247702,0.8690426,0.3638346891792108
4,0.8513221,0.43754121417868164,0.8752128,0.342723678054539
5,0.85868627,0.4079085104503446,0.87971634,0.33439815052857635
6,0.86581403,0.38247405124173667,0.8765248,0.33780977636364334
7,0.87131053,0.3643713398562558,0.88124114,0.331727155277915
8,0.8762042,0.34899096365817567,0.881383,0.32728539865067663
9,0.87848556,0.3348877387297833,0.8836525,0.3228230560290898
10,0.8830837,0.32153791582969493,0.8838298,0.32231796361453147
11,0.8866417,0.3100317601639801,0.88404256,0.3270945415556008
12,0.8898332,0.2994967330654969,0.8824823,0.3420125256024354
13,0.89192545,0.29206846301521167,0.88287234,0.33335113483963286
14,0.89388764,0.2816052552407331,0.8859574,0.33247841625348895
15,0.89549524,0.27473954441641835,0.88361704,0.3343877532655466
16,0.8969255,0.26693076719444997,0.88485813,0.3343593961845898
17,0.90053076,0.25819062314018965,0.885922,0.33261081065691955
18,0.9022329,0.2534873811435944,0.8857447,0.33870267408325316
19,0.9027057,0.24988473975225398,0.8860993,0.33696228258575955
20,0.9052116,0.242833050696593,0.88624114,0.34257819829046304
21,0.90676016,0.2364281607262991,0.885461,0.3488040360406781
22,0.90872234,0.22865727100665803,0.88471633,0.3602332091500573
23,0.90885234,0.2288529894004515,0.8837234,0.35945119778315227
24,0.91196114,0.22174503159846543,0.88524824,0.3546612224088493
