epoch,acc,loss,val_acc,val_loss
0,0.511637253424317,1.7430730366022302,0.7968085106044797,0.6364414925101801
1,0.7372191160828155,0.8380263540586651,0.8340425531914893,0.495235732159716
2,0.7811794465874035,0.6786919567274677,0.8468794325902952,0.4440843097030694
3,0.8030473173575632,0.6039902960473191,0.8547872340087349,0.41557330368258427
4,0.8164044492371456,0.5557703271429483,0.8584397162951476,0.4009306173290767
5,0.8268419248560157,0.520731845409769,0.8624468085275474,0.38689445039059256
6,0.8347379992769945,0.49085044627808294,0.866595744663942,0.3686705044313526
7,0.8423503824070225,0.46689480502342867,0.8690070922154907,0.36124175271243913
8,0.8478232603377263,0.44921544501935873,0.8713829787064952,0.35950432359749546
9,0.851523067664054,0.4338538679361166,0.8703191489699884,0.360602190866538
